,date,time,comp,round,day,venue,opponent,formation,gf,ga,result,gls,sh,sot,sot%,g/sh,g/sot,dist,pk,pkatt,team,year
12,2019-11-10,15:00,Serie A,Matchweek 12,Sun,Home,SPAL,3-5-2,0,0,D,0.0,17.0,1.0,5.9,0.0,0.0,14.5,0.0,0.0,Udinese,2019
13,2019-11-24,18:00,Serie A,Matchweek 13,Sun,Away,Sampdoria,3-5-2,1,2,L,1.0,7.0,2.0,28.6,0.14,0.5,19.6,0.0,0.0,Udinese,2019
14,2019-12-01,15:00,Serie A,Matchweek 14,Sun,Away,Lazio,3-5-2,0,3,L,0.0,10.0,0.0,0.0,0.0,,19.2,0.0,0.0,Udinese,2019
15,2019-12-04,21:00,Coppa Italia,Fourth round,Wed,Home,Bologna,,4,0,W,4.0,0.0,0.0,,,,,0.0,0.0,Udinese,2019
16,2019-12-07,18:00,Serie A,Matchweek 15,Sat,Home,Napoli,3-5-2,1,1,D,1.0,5.0,1.0,20.0,0.2,1.0,23.1,0.0,0.0,Udinese,2019
17,2019-12-15,15:00,Serie A,Matchweek 16,Sun,Away,Juventus,3-5-2,1,3,L,1.0,11.0,6.0,54.5,0.09,0.17,16.3,0.0,0.0,Udinese,2019
18,2019-12-21,15:00,Serie A,Matchweek 17,Sat,Home,Cagliari,3-5-2,2,1,W,2.0,14.0,2.0,14.3,0.14,1.0,15.5,0.0,0.0,Udinese,2019
19,2020-01-06,18:00,Serie A,Matchweek 18,Mon,Away,Lecce,3-5-2,1,0,W,1.0,10.0,4.0,40.0,0.1,0.25,20.0,0.0,0.0,Udinese,2019
20,2020-01-12,12:30,Serie A,Matchweek 19,Sun,Home,Sassuolo,3-5-2,3,0,W,3.0,14.0,8.0,57.1,0.21,0.38,15.3,0.0,0.0,Udinese,2019
21,2020-01-15,20:45,Coppa Italia,Round of 16,Wed,Away,Juventus,3-5-2,0,4,L,0.0,7.0,1.0,14.3,0.0,0.0,,0.0,0.0,Udinese,2019
22,2020-01-19,12:30,Serie A,Matchweek 20,Sun,Away,Milan,3-5-2,2,3,L,2.0,12.0,6.0,50.0,0.17,0.33,15.6,0.0,0.0,Udinese,2019
23,2020-01-26,15:00,Serie A,Matchweek 21,Sun,Away,Parma,3-5-2,0,2,L,0.0,19.0,4.0,21.1,0.0,0.0,20.0,0.0,0.0,Udinese,2019
24,2020-02-02,20:45,Serie A,Matchweek 22,Sun,Home,Inter,3-5-2,0,2,L,0.0,16.0,1.0,6.3,0.0,0.0,19.5,0.0,0.0,Udinese,2019
25,2020-02-09,15:00,Serie A,Matchweek 23,Sun,Away,Brescia,3-5-2,1,1,D,1.0,25.0,7.0,28.0,0.04,0.14,16.8,0.0,0.0,Udinese,2019
26,2020-02-16,12:30,Serie A,Matchweek 24,Sun,Home,Hellas Verona,3-5-2,0,0,D,0.0,17.0,5.0,29.4,0.0,0.0,21.1,0.0,0.0,Udinese,2019
27,2020-02-22,15:00,Serie A,Matchweek 25,Sat,Away,Bologna,3-5-2,1,1,D,1.0,7.0,2.0,28.6,0.14,0.5,18.2,0.0,0.0,Udinese,2019
28,2020-03-08,18:00,Serie A,Matchweek 26,Sun,Home,Fiorentina,3-5-2,0,0,D,0.0,14.0,2.0,14.3,0.0,0.0,21.4,0.0,0.0,Udinese,2019
29,2020-06-23,21:45,Serie A,Matchweek 27,Tue,Away,Torino,3-5-2,0,1,L,0.0,16.0,3.0,18.8,0.0,0.0,17.8,0.0,0.0,Udinese,2019
30,2020-06-28,19:30,Serie A,Matchweek 28,Sun,Home,Atalanta,3-5-2,2,3,L,2.0,8.0,4.0,50.0,0.25,0.5,18.6,0.0,0.0,Udinese,2019
31,2020-07-02,21:45,Serie A,Matchweek 29,Thu,Away,Roma,3-5-2,2,0,W,2.0,13.0,3.0,23.1,0.15,0.67,16.8,0.0,0.0,Udinese,2019
32,2020-07-05,19:30,Serie A,Matchweek 30,Sun,Home,Genoa,3-5-2,2,2,D,2.0,7.0,4.0,57.1,0.29,0.5,16.3,0.0,0.0,Udinese,2019
33,2020-07-09,19:30,Serie A,Matchweek 31,Thu,Away,SPAL,3-5-2,3,0,W,3.0,8.0,3.0,37.5,0.38,1.0,17.3,0.0,0.0,Udinese,2019
34,2020-07-12,19:30,Serie A,Matchweek 32,Sun,Home,Sampdoria,3-5-2,1,3,L,1.0,11.0,4.0,36.4,0.09,0.25,18.1,0.0,0.0,Udinese,2019
35,2020-07-15,21:45,Serie A,Matchweek 33,Wed,Home,Lazio,3-5-2,0,0,D,0.0,14.0,5.0,35.7,0.0,0.0,20.9,0.0,0.0,Udinese,2019
36,2020-07-19,19:30,Serie A,Matchweek 34,Sun,Away,Napoli,3-5-2,1,2,L,1.0,4.0,2.0,50.0,0.25,0.5,14.2,0.0,0.0,Udinese,2019
37,2020-07-23,19:30,Serie A,Matchweek 35,Thu,Home,Juventus,3-5-2,2,1,W,2.0,11.0,4.0,36.4,0.18,0.5,20.3,0.0,0.0,Udinese,2019
38,2020-07-26,19:30,Serie A,Matchweek 36,Sun,Away,Cagliari,3-5-2,1,0,W,1.0,15.0,6.0,40.0,0.07,0.17,18.9,0.0,0.0,Udinese,2019
39,2020-07-29,19:30,Serie A,Matchweek 37,Wed,Home,Lecce,3-5-2,1,2,L,1.0,10.0,3.0,30.0,0.1,0.33,13.5,0.0,0.0,Udinese,2019
40,2020-08-02,20:45,Serie A,Matchweek 38,Sun,Away,Sassuolo,3-5-2,1,0,W,1.0,12.0,2.0,16.7,0.08,0.5,11.9,0.0,0.0,Udinese,2019
0,2019-08-18,20:30,Coppa Italia,Third round,Sun,Home,Chievo,,2,1,W,2.0,0.0,0.0,,,,,0.0,0.0,Cagliari,2019
1,2019-08-25,20:45,Serie A,Matchweek 1,Sun,Home,Brescia,4-3-1-2,0,1,L,0.0,14.0,4.0,28.6,0.0,0.0,18.6,0.0,0.0,Cagliari,2019
2,2019-09-01,20:45,Serie A,Matchweek 2,Sun,Home,Inter,3-5-2,1,2,L,1.0,8.0,2.0,25.0,0.13,0.5,23.4,0.0,0.0,Cagliari,2019
3,2019-09-15,15:00,Serie A,Matchweek 3,Sun,Away,Parma,4-3-1-2,3,1,W,3.0,8.0,3.0,37.5,0.38,1.0,18.6,0.0,0.0,Cagliari,2019
4,2019-09-20,20:45,Serie A,Matchweek 4,Fri,Home,Genoa,4-3-1-2,3,1,W,2.0,13.0,4.0,30.8,0.15,0.5,17.9,0.0,0.0,Cagliari,2019
5,2019-09-25,21:00,Serie A,Matchweek 5,Wed,Away,Napoli,4-3-1-2,1,0,W,1.0,5.0,1.0,20.0,0.2,1.0,21.2,0.0,0.0,Cagliari,2019
6,2019-09-29,18:00,Serie A,Matchweek 6,Sun,Home,Hellas Verona,4-3-1-2,1,1,D,1.0,12.0,4.0,33.3,0.08,0.25,15.9,0.0,0.0,Cagliari,2019
7,2019-10-06,15:00,Serie A,Matchweek 7,Sun,Away,Roma,4-3-1-2,1,1,D,1.0,7.0,1.0,14.3,0.0,0.0,28.8,1.0,1.0,Cagliari,2019
8,2019-10-20,15:00,Serie A,Matchweek 8,Sun,Home,SPAL,4-3-3,2,0,W,2.0,16.0,5.0,31.3,0.13,0.4,21.6,0.0,0.0,Cagliari,2019
9,2019-10-27,15:00,Serie A,Matchweek 9,Sun,Away,Torino,4-3-1-2,1,1,D,1.0,10.0,3.0,30.0,0.1,0.33,17.5,0.0,0.0,Cagliari,2019
10,2019-10-30,21:00,Serie A,Matchweek 10,Wed,Home,Bologna,4-3-1-2,3,2,W,3.0,14.0,5.0,35.7,0.21,0.6,18.1,0.0,0.0,Cagliari,2019
11,2019-11-03,12:30,Serie A,Matchweek 11,Sun,Away,Atalanta,4-3-1-2,2,0,W,1.0,13.0,4.0,30.8,0.08,0.25,18.9,0.0,0.0,Cagliari,2019
12,2019-11-10,12:30,Serie A,Matchweek 12,Sun,Home,Fiorentina,4-3-1-2,5,2,W,5.0,15.0,8.0,53.3,0.33,0.63,17.3,0.0,0.0,Cagliari,2019
13,2019-11-25,15:00,Serie A,Matchweek 13,Mon,Away,Lecce,4-3-1-2,2,2,D,2.0,6.0,1.0,16.7,0.17,1.0,25.4,1.0,1.0,Cagliari,2019
14,2019-12-02,20:45,Serie A,Matchweek 14,Mon,Home,Sampdoria,4-3-3,4,3,W,4.0,17.0,7.0,41.2,0.24,0.57,20.4,0.0,0.0,Cagliari,2019
15,2019-12-05,21:00,Coppa Italia,Fourth round,Thu,Home,Sampdoria,,2,1,W,2.0,0.0,0.0,,,,,0.0,0.0,Cagliari,2019
16,2019-12-08,15:00,Serie A,Matchweek 15,Sun,Away,Sassuolo,4-3-2-1,2,2,D,2.0,10.0,3.0,30.0,0.2,0.67,20.3,0.0,0.0,Cagliari,2019
17,2019-12-16,20:45,Serie A,Matchweek 16,Mon,Home,Lazio,4-3-2-1,1,2,L,1.0,13.0,3.0,23.1,0.08,0.33,19.1,0.0,0.0,Cagliari,2019
18,2019-12-21,15:00,Serie A,Matchweek 17,Sat,Away,Udinese,4-3-2-1,1,2,L,1.0,14.0,1.0,7.1,0.07,1.0,20.1,0.0,0.0,Cagliari,2019
19,2020-01-06,15:00,Serie A,Matchweek 18,Mon,Away,Juventus,4-3-2-1,0,4,L,0.0,8.0,1.0,12.5,0.0,0.0,14.9,0.0,0.0,Cagliari,2019
20,2020-01-11,15:00,Serie A,Matchweek 19,Sat,Home,Milan,4-3-2-1,0,2,L,0.0,9.0,2.0,22.2,0.0,0.0,19.0,0.0,0.0,Cagliari,2019
21,2020-01-14,20:45,Coppa Italia,Round of 16,Tue,Away,Inter,4-3-2-1,1,4,L,1.0,10.0,1.0,10.0,0.1,1.0,,0.0,0.0,Cagliari,2019
22,2020-01-19,15:00,Serie A,Matchweek 20,Sun,Away,Brescia,4-3-2-1,2,2,D,2.0,26.0,8.0,30.8,0.04,0.13,16.5,1.0,1.0,Cagliari,2019
23,2020-01-26,12:30,Serie A,Matchweek 21,Sun,Away,Inter,3-5-2,1,1,D,1.0,13.0,2.0,15.4,0.08,0.5,19.8,0.0,0.0,Cagliari,2019
24,2020-02-01,18:00,Serie A,Matchweek 22,Sat,Home,Parma,4-3-2-1,2,2,D,2.0,19.0,8.0,42.1,0.11,0.25,18.9,0.0,1.0,Cagliari,2019
25,2020-02-09,15:00,Serie A,Matchweek 23,Sun,Away,Genoa,4-3-2-1,0,1,L,0.0,10.0,4.0,40.0,0.0,0.0,21.0,0.0,0.0,Cagliari,2019
26,2020-02-16,18:00,Serie A,Matchweek 24,Sun,Home,Napoli,4-3-2-1,0,1,L,0.0,10.0,2.0,20.0,0.0,0.0,25.5,0.0,0.0,Cagliari,2019
27,2020-03-01,18:00,Serie A,Matchweek 26,Sun,Home,Roma,4-3-2-1,3,4,L,3.0,6.0,5.0,83.3,0.5,0.6,20.1,0.0,1.0,Cagliari,2019
28,2020-06-20,21:45,Serie A,Matchweek 25,Sat,Away,Hellas Verona,3-5-2,1,2,L,1.0,15.0,3.0,20.0,0.07,0.33,18.8,0.0,0.0,Cagliari,2019
29,2020-06-23,19:30,Serie A,Matchweek 27,Tue,Away,SPAL,3-5-2,1,0,W,1.0,15.0,4.0,26.7,0.07,0.25,20.8,0.0,0.0,Cagliari,2019
30,2020-06-27,19:30,Serie A,Matchweek 28,Sat,Home,Torino,3-4-1-2,4,2,W,4.0,9.0,4.0,44.4,0.33,0.75,22.4,1.0,1.0,Cagliari,2019
31,2020-07-01,19:30,Serie A,Matchweek 29,Wed,Away,Bologna,3-4-1-2,1,1,D,1.0,7.0,4.0,57.1,0.14,0.25,16.1,0.0,0.0,Cagliari,2019
32,2020-07-05,19:30,Serie A,Matchweek 30,Sun,Home,Atalanta,3-4-1-2,0,1,L,0.0,7.0,0.0,0.0,0.0,,17.8,0.0,0.0,Cagliari,2019
33,2020-07-08,19:30,Serie A,Matchweek 31,Wed,Away,Fiorentina,3-4-1-2,0,0,D,0.0,13.0,6.0,46.2,0.0,0.0,17.4,0.0,0.0,Cagliari,2019
34,2020-07-12,19:30,Serie A,Matchweek 32,Sun,Home,Lecce,3-5-2,0,0,D,0.0,19.0,5.0,26.3,0.0,0.0,16.6,0.0,0.0,Cagliari,2019
35,2020-07-15,19:30,Serie A,Matchweek 33,Wed,Away,Sampdoria,3-5-2,0,3,L,0.0,15.0,2.0,13.3,0.0,0.0,22.1,0.0,0.0,Cagliari,2019
36,2020-07-18,19:30,Serie A,Matchweek 34,Sat,Home,Sassuolo,3-5-2,1,1,D,1.0,2.0,1.0,50.0,0.5,1.0,21.5,0.0,0.0,Cagliari,2019
37,2020-07-23,21:45,Serie A,Matchweek 35,Thu,Away,Lazio,3-5-2,1,2,L,1.0,8.0,4.0,50.0,0.13,0.25,18.1,0.0,0.0,Cagliari,2019
38,2020-07-26,19:30,Serie A,Matchweek 36,Sun,Home,Udinese,3-4-1-2,0,1,L,0.0,16.0,6.0,37.5,0.0,0.0,22.3,0.0,0.0,Cagliari,2019
39,2020-07-29,21:45,Serie A,Matchweek 37,Wed,Home,Juventus,3-4-1-2,2,0,W,2.0,11.0,5.0,45.5,0.18,0.4,19.6,0.0,0.0,Cagliari,2019
40,2020-08-01,20:45,Serie A,Matchweek 38,Sat,Away,Milan,3-5-2,0,3,L,0.0,5.0,1.0,20.0,0.0,0.0,19.4,0.0,0.0,Cagliari,2019
0,2019-08-18,21:00,Coppa Italia,Third round,Sun,Away,Crotone,,3,1,W,2.0,0.0,0.0,,,,,1.0,1.0,Sampdoria,2019
1,2019-08-25,20:45,Serie A,Matchweek 1,Sun,Home,Lazio,4-3-3,0,3,L,0.0,16.0,8.0,50.0,0.0,0.0,23.8,0.0,0.0,Sampdoria,2019
2,2019-09-01,20:45,Serie A,Matchweek 2,Sun,Away,Sassuolo,4-3-3,1,4,L,1.0,10.0,3.0,30.0,0.0,0.0,19.8,1.0,1.0,Sampdoria,2019
3,2019-09-14,18:00,Serie A,Matchweek 3,Sat,Away,Napoli,3-4-1-2,0,2,L,0.0,10.0,2.0,20.0,0.0,0.0,18.9,0.0,0.0,Sampdoria,2019
4,2019-09-22,15:00,Serie A,Matchweek 4,Sun,Home,Torino,3-4-3,1,0,W,1.0,17.0,6.0,35.3,0.06,0.17,17.4,0.0,0.0,Sampdoria,2019
5,2019-09-25,21:00,Serie A,Matchweek 5,Wed,Away,Fiorentina,3-4-3,1,2,L,1.0,8.0,2.0,25.0,0.13,0.5,18.8,0.0,0.0,Sampdoria,2019
6,2019-09-28,18:00,Serie A,Matchweek 6,Sat,Home,Inter,3-5-2,1,3,L,1.0,20.0,2.0,10.0,0.05,0.5,18.5,0.0,0.0,Sampdoria,2019
7,2019-10-05,18:00,Serie A,Matchweek 7,Sat,Away,Hellas Verona,3-5-2,0,2,L,0.0,14.0,2.0,14.3,0.0,0.0,18.4,0.0,0.0,Sampdoria,2019
8,2019-10-20,15:00,Serie A,Matchweek 8,Sun,Home,Roma,4-4-2,0,0,D,0.0,11.0,4.0,36.4,0.0,0.0,16.0,0.0,0.0,Sampdoria,2019
9,2019-10-27,12:30,Serie A,Matchweek 9,Sun,Away,Bologna,4-4-2,1,2,L,1.0,11.0,2.0,18.2,0.09,0.5,17.5,0.0,0.0,Sampdoria,2019
10,2019-10-30,21:00,Serie A,Matchweek 10,Wed,Home,Lecce,4-3-1-2,1,1,D,1.0,24.0,6.0,25.0,0.04,0.17,18.2,0.0,0.0,Sampdoria,2019
11,2019-11-04,20:45,Serie A,Matchweek 11,Mon,Away,SPAL,4-2-3-1,1,0,W,1.0,17.0,5.0,29.4,0.06,0.2,23.8,0.0,0.0,Sampdoria,2019
12,2019-11-10,15:00,Serie A,Matchweek 12,Sun,Home,Atalanta,4-4-2,0,0,D,0.0,10.0,2.0,20.0,0.0,0.0,18.0,0.0,0.0,Sampdoria,2019
13,2019-11-24,18:00,Serie A,Matchweek 13,Sun,Home,Udinese,4-4-2,2,1,W,2.0,21.0,9.0,42.9,0.05,0.11,22.0,1.0,1.0,Sampdoria,2019
14,2019-12-02,20:45,Serie A,Matchweek 14,Mon,Away,Cagliari,4-3-1-2,3,4,L,3.0,11.0,4.0,36.4,0.18,0.5,22.4,1.0,1.0,Sampdoria,2019
15,2019-12-05,21:00,Coppa Italia,Fourth round,Thu,Away,Cagliari,,1,2,L,1.0,0.0,0.0,,,,,0.0,0.0,Sampdoria,2019
16,2019-12-08,18:00,Serie A,Matchweek 15,Sun,Home,Parma,4-3-1-2,0,1,L,0.0,20.0,3.0,15.0,0.0,0.0,21.2,0.0,1.0,Sampdoria,2019
17,2019-12-14,20:45,Serie A,Matchweek 16,Sat,Away,Genoa,4-4-2,1,0,W,1.0,5.0,1.0,20.0,0.2,1.0,17.6,0.0,0.0,Sampdoria,2019
18,2019-12-18,18:55,Serie A,Matchweek 17,Wed,Home,Juventus,4-4-2,1,2,L,1.0,14.0,3.0,21.4,0.07,0.33,20.4,0.0,0.0,Sampdoria,2019
19,2020-01-06,15:00,Serie A,Matchweek 18,Mon,Away,Milan,4-4-2,0,0,D,0.0,6.0,2.0,33.3,0.0,0.0,20.0,0.0,0.0,Sampdoria,2019
20,2020-01-12,15:00,Serie A,Matchweek 19,Sun,Home,Brescia,4-4-2,5,1,W,5.0,27.0,9.0,33.3,0.15,0.44,17.6,1.0,1.0,Sampdoria,2019
21,2020-01-18,15:00,Serie A,Matchweek 20,Sat,Away,Lazio,4-4-2,1,5,L,1.0,9.0,4.0,44.4,0.11,0.25,22.0,0.0,0.0,Sampdoria,2019
22,2020-01-26,15:00,Serie A,Matchweek 21,Sun,Home,Sassuolo,4-4-2,0,0,D,0.0,25.0,3.0,12.0,0.0,0.0,17.1,0.0,0.0,Sampdoria,2019
23,2020-02-03,20:45,Serie A,Matchweek 22,Mon,Home,Napoli,4-4-2,2,4,L,2.0,12.0,4.0,33.3,0.08,0.25,19.1,1.0,1.0,Sampdoria,2019
24,2020-02-08,18:00,Serie A,Matchweek 23,Sat,Away,Torino,4-4-2,3,1,W,3.0,14.0,4.0,28.6,0.14,0.5,21.6,1.0,1.0,Sampdoria,2019
25,2020-02-16,15:00,Serie A,Matchweek 24,Sun,Home,Fiorentina,4-3-1-2,1,5,L,1.0,18.0,5.0,27.8,0.06,0.2,16.5,0.0,0.0,Sampdoria,2019
26,2020-03-08,15:00,Serie A,Matchweek 26,Sun,Home,Hellas Verona,4-4-2,2,1,W,2.0,12.0,5.0,41.7,0.08,0.2,19.5,1.0,1.0,Sampdoria,2019
27,2020-06-21,21:45,Serie A,Matchweek 25,Sun,Away,Inter,3-5-2,1,2,L,1.0,7.0,2.0,28.6,0.14,0.5,18.0,0.0,0.0,Sampdoria,2019
28,2020-06-24,21:45,Serie A,Matchweek 27,Wed,Away,Roma,4-5-1,1,2,L,1.0,15.0,9.0,60.0,0.07,0.11,18.5,0.0,0.0,Sampdoria,2019
29,2020-06-28,19:30,Serie A,Matchweek 28,Sun,Home,Bologna,4-4-2,1,2,L,1.0,17.0,5.0,29.4,0.06,0.2,16.6,0.0,0.0,Sampdoria,2019
30,2020-07-01,21:45,Serie A,Matchweek 29,Wed,Away,Lecce,4-4-1-1,2,1,W,2.0,11.0,2.0,18.2,0.0,0.0,25.3,2.0,2.0,Sampdoria,2019
31,2020-07-05,19:30,Serie A,Matchweek 30,Sun,Home,SPAL,4-4-1-1,3,0,W,3.0,12.0,5.0,41.7,0.25,0.6,19.8,0.0,0.0,Sampdoria,2019
32,2020-07-08,21:45,Serie A,Matchweek 31,Wed,Away,Atalanta,4-5-1,0,2,L,0.0,13.0,3.0,23.1,0.0,0.0,22.7,0.0,0.0,Sampdoria,2019
33,2020-07-12,19:30,Serie A,Matchweek 32,Sun,Away,Udinese,4-4-1-1,3,1,W,3.0,16.0,7.0,43.8,0.19,0.43,19.6,0.0,0.0,Sampdoria,2019
34,2020-07-15,19:30,Serie A,Matchweek 33,Wed,Home,Cagliari,4-4-2,3,0,W,3.0,11.0,4.0,36.4,0.27,0.75,18.6,0.0,0.0,Sampdoria,2019
35,2020-07-19,17:15,Serie A,Matchweek 34,Sun,Away,Parma,4-4-1-1,3,2,W,3.0,20.0,4.0,20.0,0.15,0.75,16.7,0.0,0.0,Sampdoria,2019
36,2020-07-22,21:45,Serie A,Matchweek 35,Wed,Home,Genoa,4-4-2,1,2,L,1.0,16.0,6.0,37.5,0.06,0.17,17.7,0.0,0.0,Sampdoria,2019
37,2020-07-26,21:45,Serie A,Matchweek 36,Sun,Away,Juventus,4-4-2,0,2,L,0.0,14.0,5.0,35.7,0.0,0.0,15.6,0.0,0.0,Sampdoria,2019
38,2020-07-29,19:30,Serie A,Matchweek 37,Wed,Home,Milan,4-4-1-1,1,4,L,1.0,18.0,5.0,27.8,0.06,0.2,18.5,0.0,1.0,Sampdoria,2019
39,2020-08-01,18:00,Serie A,Matchweek 38,Sat,Away,Brescia,4-4-2,1,1,D,1.0,17.0,5.0,29.4,0.06,0.2,20.0,0.0,1.0,Sampdoria,2019
0,2019-07-25,21:00,Europa Lg,Second qualifying round,Thu,Home,hu Debrecen,3-4-3,3,0,W,3.0,,,,,,,1.0,1.0,Torino,2019
1,2019-08-01,18:30,Europa Lg,Second qualifying round,Thu,Away,hu Debrecen,3-4-3,4,1,W,4.0,,,,,,,0.0,0.0,Torino,2019
2,2019-08-08,21:00,Europa Lg,Third qualifying round,Thu,Home,by Shakhtyor,3-4-3,5,0,W,5.0,,,,,,,1.0,1.0,Torino,2019
3,2019-08-15,20:00,Europa Lg,Third qualifying round,Thu,Away,by Shakhtyor,3-5-2,1,1,D,1.0,,,,,,,0.0,0.0,Torino,2019
4,2019-08-22,21:00,Europa Lg,Play-off round,Thu,Home,eng Wolves,3-4-3,2,3,L,2.0,16.0,5.0,31.3,0.06,0.2,,1.0,1.0,Torino,2019
5,2019-08-25,20:45,Serie A,Matchweek 1,Sun,Home,Sassuolo,3-5-2,2,1,W,2.0,10.0,4.0,40.0,0.2,0.5,15.7,0.0,0.0,Torino,2019
6,2019-08-29,19:45,Europa Lg,Play-off round,Thu,Away,eng Wolves,3-5-2,1,2,L,1.0,15.0,3.0,20.0,0.07,0.33,,0.0,0.0,Torino,2019
7,2019-09-01,20:45,Serie A,Matchweek 2,Sun,Away,Atalanta,3-4-3,3,2,W,3.0,10.0,5.0,50.0,0.3,0.6,17.1,0.0,0.0,Torino,2019
8,2019-09-16,20:45,Serie A,Matchweek 3,Mon,Home,Lecce,3-5-2,1,2,L,1.0,14.0,3.0,21.4,0.0,0.0,18.3,1.0,1.0,Torino,2019
9,2019-09-22,15:00,Serie A,Matchweek 4,Sun,Away,Sampdoria,3-5-2,0,1,L,0.0,5.0,1.0,20.0,0.0,0.0,16.9,0.0,0.0,Torino,2019
10,2019-09-26,21:00,Serie A,Matchweek 5,Thu,Home,Milan,3-4-1-2,2,1,W,2.0,9.0,4.0,44.4,0.22,0.5,19.7,0.0,0.0,Torino,2019
11,2019-09-30,20:45,Serie A,Matchweek 6,Mon,Away,Parma,3-4-3,2,3,L,2.0,7.0,5.0,71.4,0.14,0.2,16.9,1.0,1.0,Torino,2019
12,2019-10-06,18:00,Serie A,Matchweek 7,Sun,Home,Napoli,4-2-3-1,0,0,D,0.0,12.0,4.0,33.3,0.0,0.0,17.7,0.0,0.0,Torino,2019
13,2019-10-20,15:00,Serie A,Matchweek 8,Sun,Away,Udinese,3-4-3,0,1,L,0.0,11.0,3.0,27.3,0.0,0.0,19.9,0.0,0.0,Torino,2019
14,2019-10-27,15:00,Serie A,Matchweek 9,Sun,Home,Cagliari,3-5-1-1,1,1,D,1.0,11.0,4.0,36.4,0.09,0.25,18.4,0.0,0.0,Torino,2019
15,2019-10-30,21:00,Serie A,Matchweek 10,Wed,Away,Lazio,3-4-1-2,0,4,L,0.0,10.0,2.0,20.0,0.0,0.0,22.8,0.0,0.0,Torino,2019
16,2019-11-02,20:45,Serie A,Matchweek 11,Sat,Home,Juventus,3-5-1-1,0,1,L,0.0,9.0,4.0,44.4,0.0,0.0,17.1,0.0,0.0,Torino,2019
17,2019-11-09,15:00,Serie A,Matchweek 12,Sat,Away,Brescia,3-5-1-1,4,0,W,4.0,19.0,5.0,26.3,0.11,0.4,22.0,2.0,2.0,Torino,2019
18,2019-11-23,20:45,Serie A,Matchweek 13,Sat,Home,Inter,3-5-2,0,3,L,0.0,12.0,2.0,16.7,0.0,0.0,19.0,0.0,0.0,Torino,2019
19,2019-11-30,18:00,Serie A,Matchweek 14,Sat,Away,Genoa,4-4-1-1,1,0,W,1.0,12.0,3.0,25.0,0.08,0.33,15.8,0.0,0.0,Torino,2019
20,2019-12-08,15:00,Serie A,Matchweek 15,Sun,Home,Fiorentina,3-4-1-2,2,1,W,2.0,10.0,4.0,40.0,0.2,0.5,21.9,0.0,0.0,Torino,2019
21,2019-12-15,12:30,Serie A,Matchweek 16,Sun,Away,Hellas Verona,3-4-3,3,3,D,3.0,16.0,8.0,50.0,0.19,0.38,21.2,0.0,0.0,Torino,2019
22,2019-12-21,20:45,Serie A,Matchweek 17,Sat,Home,SPAL,3-4-3,1,2,L,1.0,14.0,6.0,42.9,0.07,0.17,15.4,0.0,0.0,Torino,2019
23,2020-01-05,20:45,Serie A,Matchweek 18,Sun,Away,Roma,3-4-3,2,0,W,2.0,11.0,5.0,45.5,0.09,0.2,17.2,1.0,1.0,Torino,2019
24,2020-01-09,21:15,Coppa Italia,Round of 16,Thu,Home,Genoa,,1 (5),1 (3),D,1.0,20.0,8.0,40.0,0.05,0.13,,0.0,0.0,Torino,2019
25,2020-01-12,15:00,Serie A,Matchweek 19,Sun,Home,Bologna,3-4-3,1,0,W,1.0,7.0,1.0,14.3,0.14,1.0,16.6,0.0,0.0,Torino,2019
26,2020-01-18,18:00,Serie A,Matchweek 20,Sat,Away,Sassuolo,3-4-3,1,2,L,0.0,11.0,2.0,18.2,0.0,0.0,16.6,0.0,0.0,Torino,2019
27,2020-01-25,20:45,Serie A,Matchweek 21,Sat,Home,Atalanta,3-4-3,0,7,L,0.0,11.0,4.0,36.4,0.0,0.0,19.9,0.0,0.0,Torino,2019
28,2020-01-28,20:45,Coppa Italia,Quarter-finals,Tue,Away,Milan,3-4-3,2,4,L,2.0,13.0,5.0,38.5,0.15,0.4,,0.0,0.0,Torino,2019
29,2020-02-02,18:00,Serie A,Matchweek 22,Sun,Away,Lecce,3-4-3,0,4,L,0.0,15.0,3.0,20.0,0.0,0.0,18.4,0.0,0.0,Torino,2019
30,2020-02-08,18:00,Serie A,Matchweek 23,Sat,Home,Sampdoria,3-4-3,1,3,L,1.0,6.0,2.0,33.3,0.17,0.5,15.9,0.0,0.0,Torino,2019
31,2020-02-17,20:45,Serie A,Matchweek 24,Mon,Away,Milan,3-4-3,0,1,L,0.0,9.0,1.0,11.1,0.0,0.0,25.1,0.0,0.0,Torino,2019
32,2020-02-29,20:45,Serie A,Matchweek 26,Sat,Away,Napoli,3-5-2,1,2,L,1.0,7.0,1.0,14.3,0.14,1.0,14.2,0.0,0.0,Torino,2019
33,2020-06-20,19:30,Serie A,Matchweek 25,Sat,Home,Parma,3-4-1-2,1,1,D,1.0,19.0,7.0,36.8,0.05,0.14,17.6,0.0,1.0,Torino,2019
34,2020-06-23,21:45,Serie A,Matchweek 27,Tue,Home,Udinese,3-4-1-2,1,0,W,1.0,6.0,3.0,50.0,0.17,0.33,16.0,0.0,0.0,Torino,2019
35,2020-06-27,19:30,Serie A,Matchweek 28,Sat,Away,Cagliari,3-4-1-2,2,4,L,2.0,21.0,5.0,23.8,0.1,0.4,20.6,0.0,0.0,Torino,2019
36,2020-06-30,19:30,Serie A,Matchweek 29,Tue,Home,Lazio,3-5-2,1,2,L,1.0,4.0,0.0,0.0,0.0,,26.0,1.0,1.0,Torino,2019
