,date,time,comp,round,day,venue,opponent,formation,gf,ga,result,gls,sh,sot,sot%,g/sh,g/sot,dist,pk,pkatt,team,year
12,2022-10-05,18:45,Champions Lg,Group stage,Wed,Home,sct Celtic,4-2-3-1,3.0,1.0,W,3.0,16.0,6.0,37.5,0.19,0.5,14.6,0.0,0.0,RB-Leipzig,2022
13,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Away,Mainz 05,4-2-3-1,1.0,1.0,D,1.0,13.0,3.0,23.1,0.08,0.33,19.0,0.0,0.0,RB-Leipzig,2022
14,2022-10-11,20:00,Champions Lg,Group stage,Tue,Away,sct Celtic,4-2-3-1,2.0,0.0,W,2.0,13.0,5.0,38.5,0.15,0.4,12.7,0.0,0.0,RB-Leipzig,2022
15,2022-10-15,18:30,Bundesliga,Matchweek 10,Sat,Home,Hertha BSC,4-2-2-2,3.0,2.0,W,3.0,14.0,4.0,28.6,0.21,0.75,13.6,0.0,0.0,RB-Leipzig,2022
16,2022-10-18,18:00,DFB-Pokal,Round of 32,Tue,Home,Hamburger SV,4-2-2-2,4.0,0.0,W,4.0,13.0,7.0,53.8,0.31,0.57,,0.0,0.0,RB-Leipzig,2022
17,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Away,Augsburg,4-2-2-2,3.0,3.0,D,3.0,18.0,7.0,38.9,0.17,0.43,17.6,0.0,0.0,RB-Leipzig,2022
18,2022-10-25,21:00,Champions Lg,Group stage,Tue,Home,es Real Madrid,4-2-3-1,3.0,2.0,W,3.0,14.0,6.0,42.9,0.21,0.5,15.5,0.0,0.0,RB-Leipzig,2022
19,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Home,Leverkusen,3-4-3,2.0,0.0,W,2.0,10.0,6.0,60.0,0.2,0.33,16.4,0.0,0.0,RB-Leipzig,2022
20,2022-11-02,19:45,Champions Lg,Group stage,Wed,Away,ua Shakhtar,4-2-3-1,4.0,0.0,W,3.0,12.0,7.0,58.3,0.25,0.43,16.1,0.0,0.0,RB-Leipzig,2022
21,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,Hoffenheim,4-2-2-2,3.0,1.0,W,3.0,17.0,8.0,47.1,0.18,0.38,17.4,0.0,0.0,RB-Leipzig,2022
22,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Home,Freiburg,4-4-2,3.0,1.0,W,3.0,15.0,7.0,46.7,0.13,0.29,17.7,1.0,1.0,RB-Leipzig,2022
